order_id,product_id,quantity,unit_price,unit_cost,discount
O001582,P011,187,165.0,89.71,0.0
O001582,P016,65,47.29,31.65,0.14
O001583,P012,110,56.32,39.2,0.12
O001583,P014,73,17.0,10.03,0.0
O001583,P010,87,16.5,7.72,0.0
O001583,P016,138,54.99,30.76,0.0
O001583,P006,36,17.5,10.35,0.0
O001584,P016,1,54.99,34.78,0.0
O001584,P011,11,165.0,98.39,0.0
O001584,P013,1,13.5,7.84,0.0
O001584,P010,1,16.5,7.88,0.0
O001584,P012,18,64.0,42.79,0.0
O001585,P009,191,14.99,7.26,0.0
O001585,P020,54,149.0,94.14,0.0
O001585,P016,80,47.29,31.91,0.14
O001585,P014,64,17.0,9.75,0.0
O001585,P003,75,16.99,9.77,0.0
O001585,P010,63,16.5,8.07,0.0
O001585,P004,42,11.5,5.63,0.0
O001585,P008,182,8.25,4.53,0.0
O001585,P019,133,21.0,11.14,0.0
O001586,P008,7,8.25,4.41,0.0
O001586,P010,69,16.5,8.66,0.0
O001586,P011,11,165.0,100.33,0.0
O001586,P002,169,9.39,5.2,0.06
O001586,P018,95,16.5,10.24,0.0
O001586,P003,65,16.99,10.3,0.0
O001586,P017,9,62.0,39.64,0.0
O001586,P019,86,21.0,12.54,0.0
O001586,P005,28,28.04,18.18,0.15
O001587,P017,157,54.56,40.69,0.12
O001587,P020,97,129.63,86.12,0.13
O001587,P012,161,64.0,39.28,0.0
O001587,P019,72,21.0,13.67,0.0
O001587,P015,104,79.0,41.23,0.0
O001587,P013,149,12.42,7.84,0.08
O001587,P005,127,29.36,18.38,0.11
O001587,P009,25,14.99,6.55,0.0
O001587,P018,136,14.19,9.12,0.14
O001588,P019,37,21.0,12.99,0.0
O001588,P017,15,58.28,40.27,0.06
O001588,P016,155,48.39,28.9,0.12
O001588,P011,117,150.15,90.97,0.09
O001588,P012,13,64.0,37.26,0.0
O001588,P008,151,7.67,4.3,0.07
O001588,P010,109,16.5,7.92,0.0
O001588,P020,125,132.61,78.69,0.11
O001588,P009,68,14.99,7.94,0.0
O001588,P004,200,10.46,6.01,0.09
O001589,P019,19,21.0,11.99,0.0
O001589,P018,6,16.5,9.23,0.0
O001589,P001,4,6.99,3.67,0.0
O001590,P016,5,54.99,35.03,0.0
O001590,P017,16,62.0,43.55,0.0
O001590,P018,15,16.5,10.02,0.0
O001591,P008,150,8.25,4.61,0.0
O001591,P019,132,19.32,12.31,0.08
O001591,P017,7,62.0,41.71,0.0
O001591,P020,180,135.59,90.15,0.09
O001591,P014,16,15.47,10.11,0.09
O001591,P016,161,54.99,35.96,0.0
O001591,P007,194,35.26,19.95,0.14
O001591,P015,161,67.94,43.1,0.14
O001591,P001,108,6.99,3.46,0.0
O001592,P020,22,132.61,86.25,0.11
O001592,P010,190,16.5,9.66,0.0
O001592,P003,76,15.97,9.9,0.06
O001592,P012,156,64.0,41.67,0.0
O001592,P014,122,17.0,10.68,0.0
O001592,P008,176,7.59,4.61,0.08
O001592,P002,85,9.99,5.46,0.0
O001593,P020,14,149.0,87.58,0.0
O001593,P016,20,54.99,36.36,0.0
O001593,P005,2,32.99,19.66,0.0
O001594,P002,20,9.99,5.02,0.0
O001594,P014,6,17.0,9.16,0.0
O001595,P018,138,14.69,10.21,0.11
O001595,P015,147,67.15,49.17,0.15
O001595,P001,190,6.5,3.65,0.07
O001595,P006,31,15.05,9.18,0.14
O001595,P016,181,46.74,30.34,0.15
O001596,P017,118,62.0,35.74,0.0
O001596,P007,113,41.0,21.65,0.0
O001596,P014,107,14.62,10.19,0.14
O001596,P020,149,149.0,84.06,0.0
O001596,P004,193,11.5,6.77,0.0
O001596,P019,79,18.06,11.1,0.14
O001597,P012,10,64.0,34.57,0.0
O001597,P001,11,6.99,3.75,0.0
O001598,P018,17,16.5,9.11,0.0
O001598,P003,7,16.99,8.87,0.0
O001598,P001,17,6.99,3.41,0.0
O001598,P011,12,165.0,104.12,0.0
O001598,P017,5,62.0,34.64,0.0
O001599,P003,67,15.29,8.36,0.1
O001599,P012,35,64.0,38.27,0.0
O001599,P002,34,9.99,4.61,0.0
O001599,P015,166,79.0,44.8,0.0
O001599,P010,64,15.18,9.03,0.08
O001599,P016,174,52.24,34.04,0.05
O001600,P019,13,21.0,13.42,0.0
O001600,P005,19,32.99,19.0,0.0
O001600,P020,2,149.0,96.2,0.0
O001600,P016,13,54.99,31.28,0.0
O001600,P001,10,6.99,3.7,0.0
O001601,P002,82,9.99,4.95,0.0
O001601,P008,195,7.26,4.16,0.12
O001601,P013,65,13.5,7.9,0.0
O001601,P007,80,41.0,24.59,0.0
O001601,P017,71,62.0,36.79,0.0
O001601,P016,161,54.99,33.85,0.0
O001601,P005,107,32.99,19.36,0.0
O001601,P019,14,21.0,13.11,0.0
O001601,P003,71,16.99,8.9,0.0
O001601,P012,186,54.4,39.41,0.15
O001602,P016,10,54.99,28.88,0.0
O001602,P006,19,17.5,8.95,0.0
O001602,P011,15,165.0,86.71,0.0
O001602,P004,19,11.5,6.15,0.0
O001603,P004,80,10.69,5.97,0.07
O001603,P013,29,12.42,7.93,0.08
O001603,P014,71,15.81,11.32,0.07
O001603,P020,117,137.08,81.42,0.08
O001603,P008,112,8.25,4.17,0.0
O001603,P015,156,68.73,46.13,0.13
O001603,P001,46,6.99,3.84,0.0
O001603,P017,154,62.0,37.57,0.0
O001603,P011,195,165.0,100.67,0.0
O001603,P009,130,14.09,6.79,0.06
O001604,P015,27,79.0,49.03,0.0
O001604,P008,29,7.59,5.1,0.08
O001604,P019,102,21.0,13.61,0.0
O001605,P011,71,145.2,92.24,0.12
O001605,P002,194,9.99,5.29,0.0
O001605,P009,111,12.74,7.59,0.15
O001605,P018,70,16.5,8.29,0.0
O001605,P004,151,10.69,6.6,0.07
O001605,P006,191,17.5,9.94,0.0
O001605,P003,70,16.99,9.44,0.0
O001605,P007,114,41.0,20.54,0.0
O001606,P011,16,165.0,101.42,0.0
O001606,P006,1,17.5,9.69,0.0
O001606,P010,16,16.5,8.25,0.0
O001606,P019,4,21.0,11.73,0.0
O001607,P014,53,15.64,9.71,0.08
O001607,P004,27,9.89,6.24,0.14
O001607,P007,189,36.9,20.64,0.1
O001607,P012,36,60.16,42.4,0.06
O001608,P012,6,64.0,37.69,0.0
O001608,P005,133,32.99,19.07,0.0
O001608,P016,75,54.99,33.98,0.0
O001608,P011,49,165.0,102.06,0.0
O001609,P002,68,9.99,4.69,0.0
O001609,P006,120,15.93,8.66,0.09
O001609,P007,119,41.0,22.26,0.0
O001609,P016,117,54.99,31.13,0.0
O001609,P004,90,11.5,6.77,0.0
O001609,P012,36,64.0,39.72,0.0
O001610,P010,9,16.5,8.94,0.0
O001610,P019,7,21.0,13.16,0.0
O001610,P005,7,32.99,18.08,0.0
O001610,P020,12,149.0,90.04,0.0
O001611,P001,15,6.99,3.72,0.0
O001611,P011,7,165.0,103.63,0.0
O001611,P008,2,8.25,4.27,0.0
O001611,P013,13,13.5,7.45,0.0
O001611,P014,7,17.0,11.19,0.0
O001612,P002,31,9.99,5.32,0.0
O001612,P007,175,41.0,24.98,0.0
O001612,P018,136,15.18,8.14,0.08
O001612,P008,7,8.25,4.23,0.0
O001612,P019,142,18.69,10.97,0.11
O001612,P004,133,11.5,6.19,0.0
O001613,P009,18,14.99,7.89,0.0
O001613,P008,12,8.25,4.6,0.0
O001613,P016,9,54.99,35.27,0.0
O001614,P014,6,17.0,9.59,0.0
O001614,P001,13,6.99,3.46,0.0
O001614,P017,10,62.0,37.97,0.0
O001614,P020,5,149.0,85.22,0.0
O001615,P018,4,16.5,9.54,0.0
O001615,P005,18,32.99,20.67,0.0
O001615,P019,5,21.0,13.41,0.0
O001615,P011,14,165.0,108.34,0.0
O001616,P005,127,32.99,20.0,0.0
O001616,P003,132,15.97,10.18,0.06
O001616,P002,162,8.89,5.61,0.11
O001616,P017,161,53.32,38.74,0.14
O001616,P010,113,16.5,8.78,0.0
O001616,P001,100,6.99,3.19,0.0
O001616,P018,112,16.5,9.34,0.0
O001616,P006,147,17.5,10.19,0.0
O001617,P016,26,54.99,36.19,0.0
O001617,P007,153,41.0,19.9,0.0
O001617,P002,159,8.59,5.62,0.14
O001617,P017,92,62.0,42.23,0.0
O001617,P015,105,79.0,42.49,0.0
O001618,P016,138,54.99,34.53,0.0
O001618,P010,162,14.85,8.02,0.1
O001618,P017,141,57.66,35.31,0.07
O001618,P011,157,155.1,104.14,0.06
O001618,P015,121,68.73,48.04,0.13
O001618,P019,70,18.48,10.91,0.12
O001619,P016,142,48.94,32.01,0.11
O001619,P012,121,55.68,39.39,0.13
O001619,P010,151,16.5,8.02,0.0
O001619,P008,197,7.01,4.53,0.15
O001619,P003,138,16.99,8.64,0.0
O001619,P009,97,14.99,8.01,0.0
O001620,P016,18,47.84,34.65,0.13
O001620,P012,29,59.52,40.19,0.07
O001620,P002,97,9.99,5.74,0.0
O001620,P001,5,6.57,3.4,0.06
O001620,P020,198,149.0,84.46,0.0
O001620,P019,112,19.74,11.59,0.06
O001620,P008,108,8.25,4.08,0.0
O001620,P017,178,62.0,36.1,0.0
O001620,P010,58,14.19,8.34,0.14
O001620,P015,47,79.0,51.59,0.0
O001621,P009,29,14.99,6.81,0.0
O001621,P005,44,29.69,17.06,0.1
O001621,P013,181,13.5,8.1,0.0
O001621,P018,154,16.5,8.76,0.0
O001621,P008,194,7.75,4.33,0.06
O001621,P004,175,10.23,6.36,0.11
O001621,P002,158,8.69,5.62,0.13
O001621,P007,198,41.0,24.28,0.0
O001622,P014,27,17.0,10.18,0.0
O001622,P008,97,7.26,4.25,0.12
O001622,P012,12,55.04,35.63,0.14
O001622,P018,139,14.03,9.86,0.15
O001623,P006,153,15.05,8.48,0.14
O001623,P010,117,15.18,8.59,0.08
O001624,P005,46,29.69,17.97,0.1
O001624,P020,138,149.0,89.77,0.0
O001624,P016,139,54.99,33.56,0.0
O001624,P018,107,16.5,9.94,0.0
O001624,P012,68,64.0,35.14,0.0
O001625,P009,184,13.64,7.71,0.09
O001625,P004,83,11.5,6.85,0.0
O001625,P006,24,17.5,10.16,0.0
O001625,P010,118,16.5,7.81,0.0
O001626,P014,13,17.0,10.49,0.0
O001627,P016,171,49.49,36.64,0.1
O001627,P001,27,6.5,3.55,0.07
O001627,P007,14,41.0,20.42,0.0
O001627,P009,120,14.09,6.67,0.06
O001627,P019,138,21.0,12.69,0.0
O001627,P015,121,79.0,42.33,0.0
O001627,P002,86,8.49,5.09,0.15
O001628,P011,107,165.0,102.67,0.0
O001628,P010,117,16.5,8.83,0.0
O001628,P005,79,32.99,16.54,0.0
O001629,P004,86,11.5,6.72,0.0
O001629,P009,116,14.99,6.55,0.0
O001629,P016,140,47.84,29.97,0.13
O001630,P003,71,14.78,9.0,0.13
O001630,P014,157,14.96,11.02,0.12
O001630,P017,162,54.56,35.61,0.12
O001631,P010,197,16.5,9.49,0.0
O001631,P014,85,15.64,9.02,0.08
O001631,P009,78,14.99,6.48,0.0
O001631,P011,59,165.0,96.8,0.0
O001631,P007,172,36.08,20.37,0.12
O001631,P013,169,13.5,8.05,0.0
O001631,P004,66,11.5,6.35,0.0
O001631,P002,8,9.99,5.68,0.0
O001631,P016,180,54.99,29.16,0.0
O001632,P013,177,13.5,7.85,0.0
O001632,P002,76,9.99,5.3,0.0
O001632,P004,132,10.69,5.76,0.07
O001632,P017,172,62.0,42.08,0.0
O001632,P008,125,8.25,4.33,0.0
O001632,P001,127,6.99,3.18,0.0
O001632,P005,133,28.04,19.67,0.15
O001632,P019,66,21.0,11.03,0.0
O001632,P012,184,64.0,38.8,0.0
O001633,P003,137,15.12,8.84,0.11
O001633,P004,119,10.23,5.8,0.11
O001634,P002,119,8.99,5.41,0.1
O001634,P012,106,64.0,43.19,0.0
O001634,P016,160,54.99,33.64,0.0
O001634,P005,78,32.99,16.55,0.0
O001634,P003,29,15.63,8.3,0.08
O001634,P009,181,14.99,7.56,0.0
O001634,P017,167,62.0,42.08,0.0
O001635,P017,193,55.8,41.28,0.1
O001635,P018,56,14.03,8.3,0.15
O001636,P018,6,16.5,8.57,0.0
O001636,P005,3,32.99,17.03,0.0
O001637,P017,49,62.0,40.75,0.0
O001637,P012,71,59.52,35.07,0.07
O001637,P014,172,15.81,10.77,0.07
O001637,P004,171,11.5,6.14,0.0
O001637,P018,70,16.5,8.5,0.0
O001638,P006,33,17.5,8.93,0.0
O001638,P002,21,9.99,5.27,0.0
O001638,P015,41,79.0,44.35,0.0
O001638,P008,174,8.25,4.42,0.0
O001638,P016,174,54.99,36.47,0.0
O001638,P005,62,32.99,20.49,0.0
O001639,P016,6,54.99,32.71,0.0
O001639,P020,15,149.0,88.93,0.0
O001639,P008,15,8.25,4.22,0.0
O001639,P013,17,13.5,8.64,0.0
O001639,P010,4,16.5,8.55,0.0
O001640,P003,31,16.99,9.58,0.0
O001640,P008,66,7.84,4.79,0.05
O001640,P011,89,165.0,89.96,0.0
O001640,P004,178,11.5,5.47,0.0
O001641,P004,63,11.5,6.68,0.0
O001641,P006,147,15.22,9.19,0.13
O001641,P007,185,41.0,24.53,0.0
O001641,P005,198,32.99,19.64,0.0
O001641,P017,58,62.0,39.76,0.0
O001641,P003,68,16.99,9.18,0.0
O001642,P016,4,54.99,30.6,0.0
O001642,P006,4,17.5,9.05,0.0
O001643,P017,1,62.0,40.06,0.0
O001644,P020,8,149.0,78.08,0.0
O001645,P018,194,16.5,9.91,0.0
O001645,P008,29,7.75,4.3,0.06
O001645,P020,69,137.08,88.72,0.08
O001645,P001,98,6.01,3.42,0.14
O001645,P007,8,41.0,19.89,0.0
O001645,P019,96,21.0,11.77,0.0
O001645,P011,137,151.8,88.59,0.08
O001645,P005,190,29.69,16.66,0.1
O001645,P014,175,14.96,10.39,0.12
O001645,P015,64,68.73,46.32,0.13
O001646,P019,22,21.0,13.78,0.0
O001646,P018,80,16.5,8.33,0.0
O001646,P006,65,15.22,8.59,0.13
O001646,P011,102,165.0,95.26,0.0
O001646,P016,131,54.99,29.29,0.0
O001646,P012,183,64.0,38.02,0.0
O001646,P020,64,149.0,78.43,0.0
O001646,P004,22,11.5,6.48,0.0
O001646,P008,31,8.25,5.16,0.0
O001647,P007,24,35.26,25.15,0.14
O001647,P004,129,11.5,6.26,0.0
O001647,P020,12,149.0,85.3,0.0
O001647,P009,153,14.24,6.54,0.05
O001647,P002,99,9.39,5.15,0.06
O001647,P019,29,21.0,11.97,0.0
O001647,P008,119,7.59,5.15,0.08
O001647,P014,148,17.0,9.68,0.0
O001647,P010,42,16.5,8.42,0.0
O001648,P019,103,21.0,13.22,0.0
O001648,P001,164,6.08,3.71,0.13
O001648,P011,45,165.0,107.03,0.0
O001648,P008,13,8.25,4.75,0.0
O001649,P011,4,165.0,99.0,0.0
O001649,P001,14,6.99,3.62,0.0
O001649,P018,9,16.5,8.72,0.0
O001650,P003,97,16.99,10.13,0.0
O001650,P015,99,79.0,50.89,0.0
O001650,P009,112,14.99,7.15,0.0
O001650,P010,7,15.51,8.85,0.06
O001650,P006,105,17.5,9.55,0.0
O001650,P001,158,6.99,3.79,0.0
O001650,P016,14,51.14,36.2,0.07
O001650,P005,70,28.37,20.09,0.14
O001650,P019,94,21.0,13.01,0.0
O001650,P011,104,155.1,100.46,0.06
O001651,P010,80,15.02,7.73,0.09
O001651,P017,96,62.0,36.59,0.0
O001651,P009,140,12.74,7.69,0.15
O001651,P001,117,6.64,3.46,0.05
O001651,P002,146,9.19,5.23,0.08
O001651,P019,113,21.0,11.2,0.0
O001651,P015,20,75.05,41.44,0.05
O001652,P004,147,10.58,6.41,0.08
O001652,P006,10,15.05,8.79,0.14
O001652,P020,117,149.0,94.95,0.0
O001652,P013,23,12.02,8.75,0.11
O001652,P012,180,64.0,36.81,0.0
O001652,P003,128,16.99,10.03,0.0
O001652,P011,174,143.55,94.7,0.13
O001652,P014,30,17.0,10.56,0.0
O001652,P019,63,19.53,13.13,0.07
O001652,P001,154,6.99,3.55,0.0
O001653,P009,160,13.19,7.88,0.12
O001653,P010,26,16.5,9.65,0.0
O001653,P020,52,149.0,87.31,0.0
O001653,P013,27,13.5,8.91,0.0
O001653,P014,118,14.96,10.58,0.12
O001653,P005,179,32.99,17.46,0.0
O001653,P006,187,17.5,9.44,0.0
O001653,P017,153,62.0,38.55,0.0
O001653,P011,152,165.0,87.69,0.0
O001653,P018,81,16.5,10.29,0.0
O001654,P013,153,13.5,7.51,0.0
O001654,P011,148,165.0,103.11,0.0
O001654,P018,131,16.5,9.36,0.0
O001654,P009,127,14.99,7.62,0.0
O001654,P020,175,149.0,90.07,0.0
O001654,P004,112,11.5,6.6,0.0
O001655,P012,36,64.0,38.22,0.0
O001655,P004,151,11.5,6.07,0.0
O001655,P019,122,21.0,12.1,0.0
O001655,P015,107,79.0,48.98,0.0
O001656,P006,171,15.93,9.48,0.09
O001656,P013,153,13.5,8.19,0.0
O001656,P009,8,13.04,7.23,0.13
O001656,P005,119,29.36,17.63,0.11
O001656,P011,172,165.0,95.86,0.0
O001656,P010,192,16.5,8.91,0.0
O001656,P016,111,54.99,32.68,0.0
O001657,P009,2,14.99,6.92,0.0
O001658,P005,196,30.02,16.28,0.09
O001658,P012,77,56.96,36.63,0.11
O001659,P005,7,32.99,18.41,0.0
O001659,P012,9,64.0,43.07,0.0
O001659,P013,18,13.5,7.74,0.0
O001660,P013,186,11.47,9.01,0.15
O001660,P014,92,17.0,11.38,0.0
O001660,P007,180,41.0,22.27,0.0
O001660,P008,192,8.25,4.58,0.0
O001660,P011,185,150.15,102.02,0.09
O001660,P012,88,64.0,40.59,0.0
O001660,P005,132,32.99,16.47,0.0
O001660,P003,153,16.99,10.33,0.0
O001660,P001,45,6.99,3.79,0.0
O001661,P020,72,149.0,88.0,0.0
O001661,P018,158,16.5,10.27,0.0
O001661,P001,78,6.57,3.32,0.06
O001661,P006,128,16.45,9.46,0.06
O001661,P015,95,79.0,43.02,0.0
O001661,P007,124,37.72,23.54,0.08
O001661,P011,32,140.25,95.48,0.15
O001661,P005,155,29.03,16.7,0.12
O001662,P011,30,150.15,94.72,0.09
O001662,P006,126,17.5,9.29,0.0
O001662,P012,135,56.32,35.55,0.12
O001662,P002,10,8.69,5.15,0.13
O001663,P010,19,16.5,9.48,0.0
O001663,P008,6,8.25,4.9,0.0
O001663,P006,9,17.5,9.5,0.0
O001663,P014,4,17.0,10.38,0.0
O001664,P020,15,149.0,81.75,0.0
O001664,P004,143,11.5,5.63,0.0
O001664,P019,158,18.06,13.52,0.14
O001664,P006,156,17.5,8.88,0.0
O001664,P010,172,16.5,7.96,0.0
O001664,P007,64,41.0,22.9,0.0
O001664,P005,20,32.99,20.67,0.0
O001665,P005,128,32.99,17.81,0.0
O001665,P007,195,38.13,24.67,0.07
O001665,P010,133,14.52,8.29,0.12
O001665,P019,66,21.0,11.72,0.0
O001665,P017,88,53.94,34.71,0.13
O001665,P012,192,64.0,35.9,0.0
O001666,P013,6,13.5,7.92,0.0
O001667,P015,17,79.0,43.27,0.0
O001667,P005,15,32.99,16.85,0.0
O001667,P009,18,14.99,7.56,0.0
O001667,P010,16,16.5,8.9,0.0
O001668,P020,47,149.0,87.26,0.0
O001668,P003,132,15.12,9.87,0.11
O001668,P006,18,17.5,8.76,0.0
O001668,P017,185,62.0,42.48,0.0
O001668,P014,157,17.0,9.94,0.0
O001668,P008,102,8.25,4.4,0.0
O001669,P017,9,54.56,36.91,0.12
O001669,P002,7,9.39,5.08,0.06
O001669,P005,157,28.7,19.69,0.13
O001670,P017,25,53.32,39.73,0.14
O001670,P004,174,11.5,5.52,0.0
O001670,P010,189,15.02,8.34,0.09
O001670,P013,62,12.55,9.11,0.07
O001670,P008,19,8.25,4.83,0.0
O001670,P020,188,149.0,77.89,0.0
O001670,P006,123,15.05,8.72,0.14
O001670,P014,120,17.0,9.9,0.0
O001670,P001,132,6.01,4.02,0.14
O001671,P020,2,149.0,78.27,0.0
O001671,P016,1,54.99,29.58,0.0
O001672,P003,20,16.99,10.02,0.0
O001672,P018,6,16.5,10.24,0.0
O001673,P003,156,16.99,9.06,0.0
O001673,P007,48,38.54,24.84,0.06
O001673,P017,74,62.0,36.57,0.0
O001673,P013,15,13.5,8.87,0.0
O001673,P011,26,165.0,87.02,0.0
O001673,P005,12,30.35,20.67,0.08
O001673,P014,18,15.81,9.21,0.07
O001673,P012,22,64.0,40.92,0.0
O001674,P016,198,54.99,32.76,0.0
O001674,P013,116,13.5,8.03,0.0
O001674,P007,70,41.0,24.82,0.0
O001674,P009,90,13.79,6.96,0.08
O001675,P002,17,9.99,5.02,0.0
O001675,P013,4,13.5,8.76,0.0
O001675,P009,16,14.99,6.89,0.0
O001676,P016,10,54.99,36.38,0.0
O001676,P004,176,9.89,6.58,0.14
O001676,P019,15,21.0,12.47,0.0
O001676,P010,193,16.5,8.82,0.0
O001676,P018,88,14.52,10.1,0.12
O001676,P007,28,41.0,24.76,0.0
O001676,P001,76,6.99,3.8,0.0
O001676,P006,71,17.5,9.82,0.0
O001676,P009,131,13.49,7.68,0.1
O001677,P008,173,8.25,4.52,0.0
O001677,P015,50,70.31,45.12,0.11
O001677,P017,118,58.28,34.61,0.06
O001678,P015,13,79.0,47.92,0.0
O001679,P014,157,17.0,10.87,0.0
O001679,P012,105,60.8,38.11,0.05
O001679,P016,69,54.99,29.77,0.0
O001679,P005,26,29.69,17.65,0.1
O001679,P008,8,8.25,4.14,0.0
O001680,P001,121,6.99,3.53,0.0
O001680,P020,114,149.0,96.07,0.0
O001680,P015,16,79.0,45.38,0.0
O001680,P016,181,54.99,29.54,0.0
O001680,P009,50,13.34,7.27,0.11
O001680,P003,35,15.12,8.68,0.11
O001680,P017,43,52.7,35.25,0.15
O001680,P005,195,32.99,17.84,0.0
O001680,P006,61,17.5,8.54,0.0
O001680,P012,123,56.32,42.86,0.12
O001681,P012,19,64.0,39.75,0.0
O001682,P019,47,21.0,11.83,0.0
O001682,P018,38,15.51,8.24,0.06
O001682,P020,8,149.0,94.77,0.0
O001682,P001,43,6.99,3.46,0.0
O001682,P003,14,16.99,9.88,0.0
O001682,P016,171,48.39,30.15,0.12
O001682,P011,188,141.9,91.22,0.14
O001682,P013,91,13.5,8.44,0.0
O001683,P003,143,16.99,10.03,0.0
O001683,P014,196,17.0,9.48,0.0
O001683,P019,18,17.85,11.2,0.15
O001683,P005,101,31.01,18.51,0.06
O001683,P013,20,11.61,8.44,0.14
O001683,P015,97,79.0,41.02,0.0
O001683,P016,10,48.94,31.9,0.11
O001683,P006,148,17.5,9.9,0.0
O001684,P004,6,10.58,6.06,0.08
O001684,P018,78,16.5,10.33,0.0
O001684,P007,66,41.0,24.48,0.0
O001684,P010,149,15.67,8.14,0.05
O001684,P020,115,149.0,77.82,0.0
O001684,P013,85,13.5,8.87,0.0
O001684,P001,5,6.99,3.77,0.0
O001684,P014,165,15.64,10.24,0.08
O001684,P011,179,143.55,91.32,0.13
O001685,P018,130,16.5,9.57,0.0
O001685,P008,45,8.25,5.0,0.0
O001685,P002,99,8.79,4.64,0.12
O001685,P009,17,14.99,6.86,0.0
O001685,P016,17,48.94,35.98,0.11
O001685,P001,88,6.29,3.95,0.1
O001685,P003,143,15.63,9.24,0.08
O001686,P017,46,58.9,37.47,0.05
O001686,P011,182,165.0,88.83,0.0
O001686,P001,23,6.57,3.43,0.06
O001686,P015,53,74.26,44.21,0.06
O001687,P001,7,6.99,4.01,0.0
O001687,P012,20,64.0,41.29,0.0
O001687,P004,4,11.5,6.72,0.0
O001688,P010,10,16.5,9.71,0.0
O001688,P004,5,11.5,6.14,0.0
O001688,P005,15,32.99,20.6,0.0
O001689,P007,102,41.0,22.89,0.0
O001689,P005,154,29.69,17.39,0.1
O001689,P016,161,54.99,30.42,0.0
O001689,P014,43,15.81,10.69,0.07
O001689,P019,17,19.11,11.93,0.09
O001690,P004,27,9.78,5.61,0.15
O001690,P007,22,41.0,22.92,0.0
O001690,P016,104,54.99,33.43,0.0
O001690,P019,115,21.0,11.69,0.0
O001690,P010,94,14.52,9.09,0.12
O001690,P018,194,16.5,10.28,0.0
O001691,P018,184,16.5,8.62,0.0
O001691,P004,32,11.5,6.2,0.0
O001691,P012,153,64.0,38.75,0.0
O001691,P002,63,9.99,4.8,0.0
O001691,P011,16,153.45,88.56,0.07
O001691,P017,58,55.8,36.49,0.1
O001691,P005,166,29.36,19.62,0.11
O001691,P007,6,36.49,24.03,0.11
O001692,P001,10,6.99,3.36,0.0
O001693,P015,5,79.0,44.87,0.0
O001693,P002,6,9.99,5.08,0.0
O001693,P016,16,54.99,34.67,0.0
O001694,P012,129,56.96,36.04,0.11
O001694,P007,139,38.13,25.17,0.07
O001695,P019,16,21.0,10.95,0.0
O001695,P018,15,16.5,8.91,0.0
O001695,P006,17,17.5,9.66,0.0
O001695,P010,13,16.5,7.94,0.0
O001695,P015,1,79.0,46.84,0.0
O001696,P007,22,41.0,24.64,0.0
O001696,P013,151,11.74,7.97,0.13
O001696,P015,107,79.0,50.1,0.0
O001696,P017,139,62.0,34.8,0.0
O001696,P006,129,15.05,9.42,0.14
O001696,P009,99,14.99,6.6,0.0
O001696,P011,101,165.0,93.16,0.0
O001696,P014,113,15.47,10.36,0.09
O001697,P020,59,149.0,82.12,0.0
O001697,P015,163,79.0,46.64,0.0
O001697,P001,190,6.99,3.38,0.0
O001697,P007,121,35.67,22.83,0.13
O001697,P004,74,11.5,6.75,0.0
O001697,P018,54,16.5,8.67,0.0
O001697,P009,86,14.99,7.24,0.0
O001697,P019,122,21.0,13.55,0.0
O001697,P014,104,15.98,9.15,0.06
O001698,P010,10,16.5,8.12,0.0
O001698,P002,1,9.99,5.16,0.0
O001698,P011,18,165.0,85.7,0.0
O001698,P016,7,54.99,32.36,0.0
O001699,P015,10,79.0,43.73,0.0
O001699,P004,90,10.35,6.58,0.1
O001699,P005,167,32.99,16.64,0.0
O001699,P014,117,14.79,9.5,0.13
O001699,P016,35,54.99,35.53,0.0
O001700,P009,45,14.99,7.09,0.0
O001700,P008,14,8.25,4.45,0.0
O001700,P007,127,36.9,22.05,0.1
O001700,P004,8,11.5,6.78,0.0
O001700,P016,75,54.99,34.52,0.0
O001700,P020,8,135.59,92.73,0.09
O001701,P017,43,62.0,36.7,0.0
O001701,P011,113,153.45,95.05,0.07
O001701,P014,160,17.0,9.14,0.0
O001701,P019,39,21.0,13.75,0.0
O001701,P005,162,32.99,17.42,0.0
O001701,P006,11,17.5,8.32,0.0
O001701,P015,71,79.0,41.67,0.0
O001701,P020,117,149.0,91.74,0.0
O001701,P016,147,54.99,32.06,0.0
O001702,P018,96,14.69,9.56,0.11
O001702,P017,194,62.0,38.2,0.0
O001702,P013,115,12.29,9.17,0.09
O001702,P005,100,32.99,18.44,0.0
O001702,P019,18,18.9,12.48,0.1
O001703,P016,12,54.99,28.83,0.0
O001703,P008,13,8.25,4.09,0.0
O001704,P013,3,13.5,7.77,0.0
O001704,P002,2,9.99,5.21,0.0
O001704,P014,3,17.0,9.02,0.0
O001705,P010,126,16.5,9.53,0.0
O001705,P011,107,165.0,88.59,0.0
O001705,P020,130,149.0,91.95,0.0
O001705,P008,171,8.25,4.83,0.0
O001705,P002,6,8.69,5.64,0.13
O001705,P001,38,6.99,3.45,0.0
O001705,P016,151,54.99,32.85,0.0
O001706,P006,107,15.4,9.38,0.12
O001706,P004,20,11.5,6.34,0.0
O001706,P014,108,15.98,10.88,0.06
O001706,P013,131,13.5,7.39,0.0
O001706,P012,69,60.8,34.21,0.05
O001707,P014,40,17.0,11.29,0.0
O001707,P009,96,13.94,6.41,0.07
O001707,P008,132,8.25,5.05,0.0
O001707,P010,72,16.5,7.82,0.0
O001707,P017,8,55.18,35.69,0.11
O001707,P013,95,13.5,7.58,0.0
